run,best_obj
1,18142.005682928302
2,8666.900381654383
3,8704.626909890976
4,4432.741676303452
5,15845.571199786973
6,7941.362320088963
7,7669.369840966268
8,10853.376909890976
9,14689.554126763043
10,9415.853077827836
11,25432.52668654834
12,13426.83128213262
13,15253.122865735757
14,1896.0242432215036
15,18625.995862930944
16,8287.2462076868
17,8234.190687166185
18,12552.28985539094
19,6365.640385596944
20,14069.091630191924
