season,scenario_id,n_VP,n_eVTOL,n_passengers,WS,RP,EEV,EVPI,VSS,ordering_ok
Vinter,1,2,1,2,2714.9244507963986,-400.0,2659.0966679552293,3114.9244507963986,-3059.0966679552293,false
