season,scenario_id,n_VP,n_eVTOL,n_passengers,rep,H_obj_RP,actual_profit_RP,H_time_sec,n_committed_poolA,n_active_evtols,first_stage_cost,committed_misses,aircraft_utilization,deadhead_time,passenger_demand_served,average_passenger_waiting_time
Sommer,1,2,1,2,1,3193.9140739268605,3393.39459340738,726.372230052948,1,1,400.0,0,0.7327705627705627,8.376623376623376,1.5584415584415583,4.792207792207792
Sommer,2,5,3,10,1,-3836.6184302993584,-3836.618430299358,4320.483592033386,2,1,400.0,0,0.5656060606060606,17.623376623376622,2.0,6.636363636363637
Sommer,3,5,5,20,1,706.5843032946652,732.8180695284316,1260.6710851192474,0,2,800.0,0,0.5664231601731602,4.87012987012987,1.2077922077922079,3.5324675324675328
Sommer,4,5,10,25,1,1838.2423978626612,2111.2294108496735,3888.8927800655365,5,7,2800.0,0,0.6758417078952793,104.27272727272728,6.3896103896103895,8.123917748917748
Sommer,5,10,15,35,1,6783.130112602162,6871.70154117359,2211.5373380184174,1,1,400.0,0,0.0780952380952381,0.0,1.1038961038961037,2.025974025974026
Sommer,6,10,20,40,1,6004.329684432264,6063.810203912783,2631.7488329410553,1,2,800.0,0,0.6654545454545455,14.064935064935066,1.7272727272727273,3.2056277056277054
