season,scenario_id,n_VP,n_eVTOL,n_passengers,WS,RP,EEV,EVPI,VSS,ordering_ok
Sommer,1,2,1,2,3447.0629285006335,3393.39459340738,-400.0,53.66833509325352,3793.39459340738,true
Sommer,2,5,3,10,-3230.292558201997,-400.0,-3836.6184302993584,-2830.292558201997,3436.6184302993584,false
Sommer,3,5,5,20,1325.7792084134232,429.9368601464171,697.7253092606527,895.8423482670062,-267.7884491142356,false
Sommer,4,5,10,25,6345.6912468982,4089.8287035677513,3780.148713555868,2255.8625433304487,309.6799900118831,true
Sommer,5,10,15,35,1812.1366626990507,8642.895831069583,1854.1029143565247,-6830.759168370532,6788.792916713059,false
Sommer,6,10,20,40,1052.373280302424,5941.653646601992,5797.3002534797615,-4889.2803662995675,144.35339312223005,false
