Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Malmparken,35,0,0,264,7,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,5,0,0,-1,20,0,0,0,0,-1,-1,0,0,0,-1,0,3,-1,-1,-1,-1,-1,0,-1,0,-1,4,12,2,-1,-1,-1,-1,55,0,-1,-1,13,-1,-1,0,-1,0,0,-1,21,0,-1,7,-1,0,0,0,0,7,0,-1,195,-1,-1,0,0,-1,-1,-1,-1,10,0,-1,1,4,0,0,0,10,-1,8,0,16,0,-1,24,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,6,-1,-1,4,0,-1,7,-1,-1,-1,34,11,-1,0,0,-1,-1,-1,0,1,-1,43,1100,0,0,-1,-1,-1,-1,-1,13,-1,0,0,-1,0,-1,0,10,0,-1,0,-1,34,-1,6,-1,-1,235,224,415,9,0,11,-1,-1,0,2604,0,-1,0,0,-1,14,-1,0,0,0,6,1,-1,-1,-1,0,-1,17,-1,20,0,-1,0,0,17,0,-1,0,0,0,130,5,0,-1,-1,-1,0,7,693,0,-1,-1,-1,230,0,0,-1,-1,4,0,0,0,0,0,-1,4,10,13,6,0,-1,3,-1,0,3,6,0,0,3,0,0,0,3,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,20,0,0,-1,30,110,10,-1,0,-1,8,1,-1,-1,0,0,-1,-1,-1,0,11,278,0,-1,0,-1,-1,6,-1,0,-1,-1,-1
Middelfart,2139,2,38,13678,-1,179,14,270,37,49,80,58,167,1,145,28,432,25,34,14,4,144,1303,140,-1,36,-1,51,73,60,0,-1,137,1,-1,130,141,50,973,213,41,64,-1,257,16,5239,11,100,201,0,276,-1,30,162,121,-1,91,7,-1,137,-1,10,384,11,25,45,152,70,52,0,27,71,204,7,82,27,13,29,-1,1,1641,278,6,174,1233,5,1063,141,-1,0,60,11,313,249,10,-1,415,126,434,-1,106,0,96,10,288,101,8,41,179,-1,2663,8,8,117,0,190,34,69,-1,4,34,19,74,124,31,6,0,46,-1,20,120,14,337,14,1,84,-1,1339,0,210,38635,1729,5107,410,1633,626,21,373,69,59,7,6,30,61,-1,362,0,34,-1,148,1,49,420,5313,669,1137,0,-1,41,122,3059,0,-1,-1,53,117,6,76,612,5,132,349,108,1153,44,4007,4156,0,24,58,358,197,785,40,141,2,10,1059,8,122,4,-1,30,1755,381,115,36,42,83,47,100,3654,6,46,68,124,1077,27,0,145,55,208,19,8,303,13,74,394,0,76,3017,1058,45,155,674,97,42,-1,52,58,1,145,22,43,0,-1,302,11,8,115,31,48,13,8,6,46,2623,62,-1,101,293,637,19,6,53,-1,-1,-1,113,0,131,451,394,76,20,35,6,10,20,170,17,-1,381,18,249,0,51,115,646,60,44,27,451,1801
Måløv,60,0,3,257,0,-1,0,-1,0,1,-1,-1,-1,0,-1,0,-1,-1,6,0,1,-1,13,7,0,0,10,-1,-1,0,0,0,-1,0,10,-1,-1,-1,-1,-1,0,-1,30,-1,0,22,2,-1,-1,-1,-1,167,3,-1,-1,0,-1,-1,3,-1,11,4,-1,17,0,-1,10,-1,0,0,37,0,8,0,-1,91,-1,-1,3,0,-1,-1,-1,-1,53,0,-1,0,4,0,25,0,134,-1,17,0,21,0,-1,96,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,3,-1,20,-1,-1,28,0,-1,33,-1,-1,-1,140,15,-1,0,0,-1,-1,-1,10,-1,-1,108,76,0,4,-1,-1,-1,-1,-1,13,-1,1,0,-1,2,-1,3,18,3,-1,0,-1,148,-1,37,-1,-1,376,265,407,8,89,32,-1,-1,0,1147,21,-1,17,0,-1,52,-1,4,7,6,25,8,-1,-1,-1,0,-1,6,-1,46,4,-1,0,0,19,0,-1,0,0,0,46,17,5,-1,-1,-1,7,0,416,1,-1,-1,-1,189,0,4,-1,-1,6,0,0,28,0,0,-1,9,5,43,7,0,-1,14,-1,0,0,7,0,0,10,0,0,0,17,-1,0,-1,-1,-1,1,0,4,0,0,-1,-1,0,-1,-1,17,7,0,-1,37,209,4,-1,0,-1,12,0,-1,-1,0,0,-1,-1,-1,0,16,223,3,-1,0,-1,-1,4,-1,0,-1,-1,-1
Mørkøv,23,0,0,14,0,135,0,29,0,1,32,19,22,0,9,0,15,9,0,0,0,-1,7,0,0,0,0,3,75,0,0,0,41,0,0,148,19,76,211,33,0,-1,0,62,0,12,0,2,34,1,48,8,0,-1,66,0,15,-1,0,93,0,0,343,-1,0,10,0,17,0,0,0,0,0,0,5,-1,-1,-1,0,0,587,22,-1,75,8,0,172,2,0,0,0,0,10,-1,-1,0,8,0,72,2,5,0,12,0,38,-1,0,1,77,0,-1,6,0,0,0,0,9,25,6,0,-1,-1,17,19,7,-1,-1,-1,0,0,20,2,76,0,-1,7,28,-1,0,0,7176,36,382,-1,-1,0,6,0,0,-1,0,-1,0,0,6,100,0,6,1,37,-1,2,126,77,36,-1,-1,0,1,9,1015,0,109,0,18,0,0,20,8,-1,0,0,0,0,0,-1,-1,-1,0,1,1,116,0,0,100,0,0,1,0,97,0,0,0,21,4,0,0,1,35,4,0,-1,0,10,-1,42,-1,0,0,15,-1,0,0,1,0,0,0,124,-1,0,4,4,0,88,4,85,0,0,0,0,0,0,0,0,0,0,-1,0,-1,101,-1,0,0,0,0,0,959,17,0,8,92,0,0,0,1,2,4,0,-1,0,31,7,0,-1,4,0,0,-1,-1,88,0,0,25,0,75,0,8,24,0,-1,0,-1,232,307
Nivå,110,0,0,209,13,-1,4,-1,7,4,-1,-1,-1,3,-1,6,-1,-1,6,0,0,1,27,2,0,0,5,-1,-1,0,0,0,-1,0,1,-1,-1,-1,-1,-1,0,-1,3,-1,2,106,5,-1,-1,-1,-1,52,7,-1,-1,0,-1,-1,1,-1,8,0,-1,7,0,-1,4,-1,0,0,0,2,10,0,-1,40,-1,-1,2,0,-1,-1,1,-1,47,0,-1,6,10,0,27,0,30,50,14,4,29,0,-1,59,-1,0,-1,0,-1,16,3,0,-1,0,-1,0,0,0,-1,0,-1,-1,5,0,-1,6,-1,-1,-1,18,2,-1,0,0,-1,-1,-1,1,1,-1,87,25,0,0,-1,-1,-1,334,42,15,-1,35,0,-1,0,16,1,2,4,-1,0,-1,72,-1,0,-1,-1,285,50,196,9,1,6,-1,-1,0,667,24,-1,3,0,-1,30,2,0,25,0,10,2,96,-1,-1,0,-1,0,-1,17,0,-1,0,0,75,9,-1,4,0,0,74,31,1,-1,-1,-1,4,1,313,0,-1,-1,-1,226,0,0,-1,-1,0,0,0,30,0,0,-1,0,2,31,6,7,-1,27,-1,0,0,0,18,0,14,0,0,0,3,-1,0,7,-1,8,0,0,0,0,0,-1,-1,4,-1,-1,1,4,0,-1,17,63,0,-1,0,-1,13,0,32,-1,14,0,-1,0,-1,0,23,74,0,-1,0,-1,-1,0,177,4,-1,-1,-1
Nordhavn,135,6,0,1595,14,-1,0,-1,0,7,-1,-1,-1,0,-1,0,-1,-1,14,0,0,-1,110,24,0,0,7,-1,-1,0,0,1,-1,0,12,-1,-1,-1,-1,-1,0,-1,22,-1,4,279,14,-1,-1,-1,-1,555,14,-1,-1,28,-1,-1,4,-1,7,3,-1,1299,3,-1,16,-1,3,0,4,1,38,2,-1,1165,-1,-1,18,0,-1,-1,-1,-1,163,0,-1,55,19,4,34,0,41,5581,69,0,45,0,-1,367,-1,0,-1,0,-1,-1,0,0,-1,20,-1,4,1,15,-1,8,-1,-1,18,0,-1,215,-1,-1,-1,702,206,-1,0,0,-1,-1,-1,0,41,-1,455,546,0,34,-1,-1,-1,-1,-1,437,-1,9,4,-1,1,-1,6,75,22,-1,0,-1,420,-1,126,-1,-1,2717,1128,4231,34,28,60,-1,-1,0,9840,62,-1,1,1,-1,55,81,0,34,8,108,7,5864,-1,-1,17,-1,44,-1,60,0,-1,0,0,158,4,-1,2,0,3,426,40,32,-1,-1,-1,6,8,3579,7,-1,-1,-1,3029,0,0,-1,-1,13,0,0,45,0,8,-1,67,54,248,64,0,-1,84,-1,12,0,40,4,0,23,31,1,0,6,-1,0,-1,-1,736,0,2,0,4,0,-1,-1,1,-1,-1,24,3,0,-1,57,699,0,-1,0,-1,85,16,-1,-1,7,0,-1,177,-1,0,28,904,0,-1,0,-1,-1,13,-1,10,-1,-1,-1
Nyborg,1970,13,12,7610,-1,613,1,1382,16,15,247,4198,6247,0,443,0,1097,194,48,2,2,513,550,113,-1,6,4,197,365,97,0,63,629,0,59,1055,1030,3166,2815,779,0,63,291,987,4,1945,32,391,617,3,1253,4012,52,765,2214,-1,1667,66,150,614,58,4,1837,208,3,221,108,231,2,0,4,3,246,5,477,34,49,296,83,0,6805,1086,25,1032,760,12,3390,106,-1,1,97,0,424,1443,43,-1,372,50,1499,1206,332,6,187,21,3178,328,8,2,598,-1,24622,5,4,23,3,126,292,330,236,6,139,133,425,418,250,-1,-1,245,2,0,379,39,1440,9,18,574,3439,-1,0,-1,180104,9980,25891,2707,8902,-1,184,244,20,219,0,0,49,206,163,2600,0,235,5142,376,83,181,2723,-1,2222,4280,27,292,176,5386,25916,0,-1,-1,622,325,-1,435,443,58,41,166,14,-1,9,18439,21372,0,-1,326,97,674,379,5,595,0,2,557,3,510,49,-1,12,1200,209,48,100,68,540,12,72,-1,11,211,204,523,-1,3,0,777,266,-1,-1,61,251,0,37,3782,-1,48,-1,-1,38,804,401,321,20,20,44,15,3,131,0,11,0,-1,986,1,11,506,341,53,41,1,2,13,13170,266,59,702,956,209,16,0,159,379,3637,16,46,1,480,366,105,559,113,98,2,22,117,858,2,302,1879,30,739,4,220,280,-1,328,45,90,1812,17759
Nykøbing F,1048,6,24,2747,33,973,6,373,29,13,329,362,601,2,102,2,615,207,16,0,0,744,266,83,2,26,14,382,591,49,0,67,358,0,20,769,319,162,1028,225,0,75,34,409,7,781,-1,108,545,4,1595,830,52,378,590,0,251,38,6,285,13,0,1826,535,1,363,58,191,0,0,4,5,20,2,86,2415,96,2461,25,0,4164,601,466,920,522,2,1865,21,47,2,66,3,232,705,308,0,274,14,375,652,95,0,345,2,704,142,0,4,519,10,7082,2,0,0,18,23,611,203,25,0,187,177,157,347,196,243,17,217,0,0,278,37,631,18,9,172,865,666,0,17,80817,4755,7381,5865,2449,125,93,165,0,78,1,26,30,-1,68,1577,0,224,635,265,42,54,1130,2181,-1,57010,1075,91,-1,441,22109,0,9458,37,204,79,0,286,311,78,40,58,8,128,1,13712,11610,0,4,69,36,952,313,4,645,0,4,256,9,1162,0,14,2,455,79,63,22,29,307,111,33,3091,0,69,301,264,1036,4,4,336,134,74,6,0,145,0,39,1064,25,0,131,46,11,737,155,383,15,9,21,22,0,86,17,1,0,8,1556,1,224,1361,97,21,10,1,1,0,12785,210,17,253,554,68,0,6,58,147,995,6,104,0,440,74,23,282,83,36,1,3,43,304,0,308,-1,13,221,0,219,231,57,767,18,85,2824,7916
Næstved,1198,7,40,3111,106,6506,0,926,15,19,1018,728,773,5,249,2,964,1748,34,5,0,-1,280,76,5,6,19,1857,2823,13,6,8,997,0,18,2881,738,358,5682,331,0,142,5,1622,11,901,-1,132,634,1,5307,1270,62,913,1932,0,1214,-1,14,717,53,0,8373,-1,0,1815,73,567,0,0,16,9,53,6,80,-1,-1,5230,39,8,9156,1488,-1,9251,571,6,3680,28,44,0,82,0,190,4177,-1,2,268,16,826,699,462,0,2635,7,1826,-1,4,7,1598,31,49109,8,0,7,9,16,2135,445,30,6,-1,464,361,586,753,761,37,-1,0,4,2113,60,1826,10,12,425,1574,-1,0,31,201006,14935,13414,-1,-1,151,164,169,4,-1,0,-1,29,-1,57,4549,1,415,947,407,-1,161,4233,4128,56801,-1,-1,37,-1,2088,73272,0,14504,249,731,58,10,793,344,267,5,56,9,168,22,-1,-1,-1,6,112,57,2877,212,0,2047,0,0,264,9,1331,100,28,6,677,106,19,54,56,805,35,11,-1,4,140,-1,525,-1,1,0,750,349,33,0,2,201,0,25,5060,52,2,427,81,17,3418,169,1989,0,18,53,8,0,110,1,0,0,49,9793,0,-1,2310,-1,40,11,0,4,7,48035,2581,37,1478,1485,74,0,6,66,223,1349,17,88,1,3935,183,18,-1,446,37,4,9,-1,500,4,166,-1,10,470,0,796,392,54,-1,4,70,18984,24922
Næstved Nord,1,0,0,17,0,23,0,16,0,0,25,11,10,0,8,0,97,34,0,0,0,-1,1,0,0,0,0,27,12,0,0,0,27,0,0,50,16,3,68,1,0,2,0,12,0,0,-1,1,4,0,51,0,0,4,91,0,26,-1,0,6,0,0,11,-1,0,-1,0,15,0,0,0,0,0,0,2,-1,-1,5,0,0,92,16,-1,44,4,0,48,0,0,0,0,0,0,55,-1,0,0,0,56,0,1,0,173,0,10,-1,0,0,19,0,115,0,0,0,0,0,126,4,0,0,-1,0,2,10,32,26,2,-1,0,0,7,2,78,0,-1,3,2,-1,0,0,2183,703,150,-1,-1,0,2,0,0,-1,0,-1,0,-1,0,169,0,9,6,8,-1,7,34,31,960,-1,-1,1,-1,26,1238,0,20,0,4,0,0,3,0,-1,0,0,0,4,0,-1,-1,-1,0,3,0,62,0,0,19,0,0,0,0,39,0,0,0,0,0,0,0,0,38,0,0,-1,0,2,-1,5,-1,0,0,7,5,0,0,0,0,0,0,44,0,0,0,0,0,113,0,7,0,0,0,0,0,0,0,0,0,0,-1,0,-1,65,-1,0,0,0,0,0,44,155,0,11,13,0,0,0,12,0,0,0,0,0,37,0,0,-1,17,0,0,0,-1,6,0,0,-1,0,2,0,17,59,0,-1,0,1,95,226
Nørre Aaby,125,0,3,1200,-1,84,0,188,1,1,4,21,10,0,7,6,133,3,10,0,0,52,53,17,-1,0,-1,23,13,0,0,12,32,0,-1,15,7,50,32,4,0,0,-1,7,10,119,0,3,31,0,10,-1,3,20,7,-1,0,0,-1,54,15,0,75,0,4,0,22,3,0,0,0,1,10,0,13,0,0,10,-1,0,170,11,0,90,85,1,166,7,-1,3,8,0,17,42,2,-1,72,12,67,-1,6,0,10,0,23,4,0,4,6,-1,231,0,0,22,0,7,0,23,-1,0,0,0,8,34,4,0,0,0,-1,0,3,0,8,1,0,2,-1,190,0,4,2393,206,139,100,306,-1,0,27,0,0,0,0,4,0,-1,17,0,0,-1,89,0,3,28,308,59,161,0,-1,2,7,206,0,-1,-1,16,9,-1,10,29,0,7,17,6,-1,2,649,483,0,-1,2,40,14,63,4,7,0,0,97,0,0,0,-1,0,154,9,8,14,0,13,2,0,446,0,0,3,50,63,0,0,78,10,83,0,0,28,0,2,7,0,4,694,162,13,11,114,4,0,-1,4,10,0,10,0,0,0,-1,13,0,0,1,6,0,6,0,0,0,134,10,-1,23,40,22,4,0,10,-1,-1,-1,3,0,11,26,15,27,0,1,0,0,0,3,0,-1,8,66,17,0,0,13,-1,3,5,13,33,134
Nørre Alslev,45,0,0,183,0,86,0,45,0,7,37,28,37,0,12,0,30,19,0,0,0,106,25,2,0,0,0,28,43,0,0,0,43,0,0,60,26,26,97,22,0,6,0,43,0,46,-1,4,60,0,89,44,0,39,72,0,27,47,0,38,6,0,126,50,0,48,6,17,0,0,0,6,1,4,4,-1,14,84,0,0,311,82,22,71,19,0,270,0,0,0,0,0,12,184,-1,0,18,1,53,28,20,0,126,0,77,36,0,0,77,0,1384,0,0,0,0,2,31,27,7,0,33,34,15,6,5,7,1,14,0,0,23,7,27,2,5,9,45,75,0,0,5534,231,310,810,126,18,5,9,0,9,0,6,1,-1,2,176,0,11,49,32,6,6,60,148,-1,-1,-1,1,-1,35,1589,0,621,6,1,2,0,24,20,11,0,0,0,47,0,1839,1717,0,0,0,0,48,15,0,58,0,0,14,0,29,0,0,0,43,11,4,5,1,28,4,0,597,0,12,128,8,59,0,0,34,24,4,0,0,24,0,0,44,1,0,4,4,0,65,11,32,2,0,0,0,0,2,0,0,0,0,304,0,21,95,11,0,0,0,0,0,1475,31,0,53,64,0,0,0,1,2,45,0,4,0,12,6,0,65,1,2,0,7,1,40,0,4,-1,0,22,0,8,13,0,103,0,22,173,527
Nørrebro,8,0,0,81,0,-1,0,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,2,1,0,-1,3,0,0,0,3,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,10,3,-1,-1,-1,-1,71,0,-1,-1,4,-1,-1,7,-1,0,0,-1,271,0,-1,0,-1,0,0,6,0,0,0,-1,786,-1,-1,3,0,-1,-1,-1,-1,5,0,-1,0,6,0,3,0,4,560,245,0,8,0,-1,13,-1,0,-1,0,-1,-1,0,1,-1,0,-1,0,0,1,-1,0,-1,-1,0,0,-1,14,-1,-1,-1,62,7,-1,0,0,-1,-1,-1,0,6,-1,16,990,0,0,-1,-1,-1,-1,-1,24,-1,16,6,-1,0,-1,0,15,0,-1,0,-1,122,-1,9,-1,-1,5376,435,2082,26,7,35,-1,-1,0,1421,6,-1,0,0,-1,4,5,0,0,0,1,0,2728,-1,-1,6,-1,8,-1,0,1,-1,0,0,12,0,-1,0,0,0,14,4,0,-1,-1,-1,0,10,1381,0,-1,-1,-1,646,0,0,-1,-1,6,0,0,0,0,0,-1,6,4,27,18,0,-1,4,-1,0,0,1,0,0,3,0,0,0,16,-1,0,-1,-1,-1,1,0,1,1,0,-1,-1,3,-1,-1,6,0,0,-1,4,63,0,-1,0,-1,8,3,-1,-1,0,0,-1,22,-1,0,2,382,0,-1,0,-1,-1,4,-1,0,-1,-1,-1
Nørreport,989,14,14,6090,153,-1,12,-1,12,27,-1,-1,-1,0,-1,4,-1,-1,44,52,4,-1,1024,329,15,4,113,-1,-1,2,0,30,-1,0,26,-1,-1,-1,-1,-1,0,-1,98,-1,6,2833,443,-1,-1,-1,-1,2348,73,-1,-1,104,-1,-1,64,-1,34,3,-1,5235,9,-1,103,-1,11,0,6,20,114,2,-1,14363,-1,-1,57,0,-1,-1,-1,-1,733,9,-1,95,123,4,116,3,237,50872,2047,12,296,30,-1,1159,-1,0,-1,16,-1,-1,5,9,-1,30,-1,22,15,18,-1,27,-1,-1,60,3,-1,3561,-1,-1,-1,6152,861,-1,1,7,-1,-1,-1,20,350,-1,2891,7394,3,160,-1,-1,-1,-1,-1,833,-1,211,25,-1,3,-1,45,1120,87,-1,0,-1,2561,-1,1026,-1,-1,24992,20499,71242,1302,107,1570,-1,-1,2,37681,310,-1,66,1,-1,368,1848,13,144,22,270,11,52094,-1,-1,23,-1,146,-1,409,7,-1,5,0,557,4,-1,10,11,9,1577,104,46,-1,-1,-1,36,59,34802,17,-1,-1,-1,26401,5,0,-1,-1,161,4,26,256,1,20,-1,693,38,691,560,4,-1,335,-1,31,5,60,23,2,171,7,9,0,370,-1,1,-1,-1,24506,18,12,4,0,8,-1,-1,51,-1,-1,165,20,6,-1,614,2772,4,-1,1,-1,298,60,-1,-1,42,0,-1,3905,-1,4,214,18217,7,-1,2,-1,-1,139,-1,29,-1,-1,-1
Oddesund Nord,0,0,0,18,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,2,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-1,0,6,3,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0
Odense,21994,42,341,104650,-1,2064,72,2721,214,284,672,1100,1069,32,950,43,2317,402,342,93,11,1385,9659,2098,-1,88,1537,361,1026,316,77,1648,1200,0,1448,9793,16490,1921,4449,1222,7,159,-1,2019,72,46943,155,1039,7081,16,2320,-1,447,1171,1266,-1,892,107,-1,897,1113,50,11289,536,71,433,2479,304,23,22,53,211,1303,85,547,488,126,1352,2245,6,16959,2933,83,6821,10248,39,6857,656,-1,51,747,34,3036,4042,134,-1,4438,691,2073,23071,1113,0,616,94,1474,688,14,66,1771,-1,31681,74,7,271,27,567,793,635,3635,99,316,366,507,16315,1296,237,15,430,-1,41,10203,64,2258,336,63,1400,111706,-1,0,-1,559133,13662,95781,5150,22584,-1,294,3179,2897,452,57,20,437,371,2903,9100,0,2604,-1,1147,73,610,9846,-1,8368,14380,8,-1,587,1427,38747,2,-1,-1,710,1440,-1,4553,4759,60,297,1070,284,-1,148,67029,54027,0,-1,608,1162,1479,8810,95,1292,25,20,4245,71,1038,89,-1,107,14394,572,519,330,164,1013,278,595,140929,85,770,1229,1037,22674,28,12,1206,528,-1,-1,148,2983,1,372,4067,83,179,-1,-1,231,3310,11766,750,212,1041,249,655,28,2252,126,240,3,-1,2754,8,35,3319,1424,231,306,14,17,55,33515,803,1497,1298,2254,1532,125,23,417,9889,74660,1358,7230,10,1873,1894,826,1100,98,520,13,23,328,1417,40,7164,7210,63,1311,15,303,712,-1,917,190,399,7851,20217
Odense Sygehus,127,0,6,1378,-1,16,2,47,0,0,168,5,4,0,17,4,66,7,1,0,0,31,88,17,-1,1,4,0,20,0,0,17,16,0,37,35,17,5,39,33,0,0,-1,39,0,479,0,60,16,0,48,-1,4,19,7,-1,10,0,-1,36,52,7,57,4,7,5,68,6,2,0,0,0,7,0,20,0,0,0,6,0,74,23,0,67,19,0,82,11,-1,0,17,0,10,54,0,-1,12,4,54,137,0,0,1,1,19,6,2,0,26,-1,90,0,0,0,0,0,19,7,26,0,4,0,0,16,4,0,0,11,-1,76,17,14,44,6,0,21,1000,-1,0,-1,2287,77,370,84,289,-1,0,4,0,0,0,0,10,4,31,79,0,0,-1,21,0,24,62,-1,37,249,0,-1,6,6,310,0,-1,-1,5,47,-1,2,13,4,0,33,18,-1,0,1439,302,0,-1,17,9,44,123,0,43,0,1,41,0,5,0,-1,0,141,1,11,6,0,9,2,4,935,0,10,1,20,262,0,0,26,6,-1,-1,0,12,0,0,43,0,4,-1,-1,0,35,77,6,0,6,1,10,0,47,4,3,0,-1,17,0,0,17,13,50,21,0,2,1,117,5,33,15,15,64,9,0,10,155,978,339,22,1,8,73,11,19,0,6,0,0,4,41,0,40,24,0,18,0,6,64,-1,44,7,0,97,150
