Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Hinnerup,1720,13,21,87151,12,2,1,5,42,5,0,2,4,7,4,0,15,0,531,3,3,2,31,33,0,0,17,0,5,60,0,4,0,0,35,31,3,0,2,20,0,0,2,32,3,159,0,3,7,0,7,339,41,9,5,0,13,0,1,1,17,0,17,0,0,0,7,0,0,0,5,1,50962,12,0,0,0,2,54,0,49,14,0,3,103,6,5,0,2,3,76,4,433,0,0,0,757,19,13,1930,5,3,1,18,0,12,7,0,2,0,60,91,9,89,0,5,2,1,6,0,0,0,0,0,0,0,0,2,0,0,5,1,10,0,0,23,280,54,4,0,1692,24,242,10,9,1,0,2838,3,0,0,0,13,4,26,14,0,1,135,0,2,6,55,106,19,25,0,0,0,0,99,2,628,11,1,26,0,1,3424,0,1,8,0,14,2,56,71,0,0,5,92,0,54,116,7,0,0,328,3,2,7,5,64,949,844,17,0,0,6,0,88,80,10,3,0,0,13,3,16,7,0,0,0,84,434,0,31,23,0,113,65,8,35,9,38,7,2,10,25,3,0,3,7,2,5,27,1,0,0,7,0,0,0,0,91,0,0,3,3,2740,52,0,13,4,10,25,0,5,13,23,1427,0,4,62,7,2989,2566,2,0,17,35,0,0,4,0,47,14,11,0,2,4,4,1,0,7,4,20,53
Hjallese,54,0,0,348,57,24,0,24,0,0,4,0,6,0,4,0,13,0,22,13,0,0,10,13,50,1,10,0,0,0,4,0,6,0,4,41,7,4,38,0,0,0,67,6,2,99,0,0,13,0,4,433,4,42,4,686,4,3,31,4,0,2,31,4,0,0,10,0,0,0,0,0,0,0,4,0,0,4,33,0,20,37,0,6,4,0,14,0,0,0,0,0,0,13,0,653,8,0,4,122,4,0,4,0,4,0,0,6,0,1960,81,0,0,0,0,4,4,0,0,0,0,0,3,4,0,0,0,3,4,0,0,4,4,4,0,16,259,108,0,1939,1113,26,112,0,71,535,0,0,0,13,0,0,0,0,6,36,0,4,798,4,0,10,19,1747,31,24,0,24,0,6,113,0,21062,2815,4,4,887,0,8,0,0,0,3,11017,0,171,614,0,212,6,1,4,10,0,0,0,0,40,0,9,1,6,4,31,0,8,0,0,3,35,6,263,0,0,0,24,31,0,0,1,0,1005,145,0,6,0,0,27,0,10,10735,5107,4,7,10,6,0,4,4,0,0,0,0,1,0,110,19,0,0,0,4,4,0,0,59,0,235,0,0,0,62,0,10,10,0,28,8,0,4,24,311,11,2172,0,0,15,5,6,0,6,0,0,0,16,1,6,37,0,10,0,0,7,4739,7,0,0,21,56
Hjerm,50,0,0,73,4,0,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,3,0,0,0,3,0,4,4,0,0,0,0,0,0,0,2,9,0,1,0,0,0,21,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,171,1,0,0,0,0,0,0,6,1,11,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,4952,0,0,53,3,36,0,48,0,0,120,0,8,0,13,4,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,10,0,0,216,19,51,1,6,5,0,12,0,0,25,0,0,0,10,1,170,0,3,0,0,0,4,2,2,0,0,2,0,0,7,0,50,0,0,0,0,0,8,0,0,0,0,0,14,8,21,0,0,0,9,4,11,2,0,0,0,16,0,0,16,0,0,27,42,9,0,0,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,7,8647,0,0,1,0,0,2,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,18,0,0,0,0,0,0,0,0,9,31,23,0,395,0,26,3,0,0,502,115,0,0,0,0,20,7,0,14,0,0,1,0,0,0,0,1,2
Hjørring,134279,907,66414,12436,11,8,4,12,532,6,15,13,10,37,3,24,17,0,67,67,10,0,22,11,0,0,0,7,4,51117,0,3,0,0,11,5,6,15,16,4,0,0,0,7,1,120,0,7,8,0,6,546,52939,13,14,0,0,0,3,5,8,2,12,0,5,1,34,0,0,1,12,8,554,74,0,0,0,13,63,0,45,30,0,18,283,4,66,76,0,0,0,4240,3164,91,0,0,89,48,19,679,10,0,6,54,5,0,31,0,4,4,80,18,10,79,0,116,4,0,6,0,3,0,0,24,0,0,3,3,0,1,8,0,0,8,0,0,257,27,1807,6,1424,13,132,9,43,11,0,363,13,0,2,0,23608,7,0,35,4,0,60,25,0,27,34,97,66,82,0,8,0,3,116,0,747,17,14,18,0,33,2586,0,0,21,0,16,9,227,110,0,4,0,146,32,52,25,10,2,13,495,27599,20,80,0,1190,747,111,57,0,3,4,0,1049,138,6,3,1,7,187,1,4,13,3,4,4,30,328,0,2345,11,0,29,129,14,1439,20,140,24,21,0,49,0,0,8,5,10,3174,0,13,6,0,3,7,1,6,0,821,0,36,2,1,18,34,10,18,7,11,60,0,5,0,22,1349,4,3,6,3,240,150,7,0,14,1,0,0,12,0,22,72,38184,23,4,0,0,8,0,7,0,16,35
Hjørring Øst,9117,79,3539,412,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,17897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4779,0,153,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,981,0,66,0,7,0,0,0,0,0,0,0,0,0,1917,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,34,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,16438,0,0,0,95,48,8,9,0,0,0,0,96,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,445,0,0,3,0,0,13,0,0,15,6,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,38,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6033,3,0,0,0,0,0,0,0,0,3
Hobro,101580,877,4085,48430,42,16,12,81,16521,59,12,11,28,44,8,21,32,3,905,52,6,18,154,219,3,6,11,0,38,2961,2,34,14,0,65,13,13,12,70,7,0,0,14,49,34,722,2,17,37,0,10,1086,1266,8,33,0,3,0,14,25,71,7,48,0,0,3,62,0,0,4,104,3,5640,65,10,2,0,45,82,0,359,83,0,42,1348,13,140,438,0,0,3164,153,0,30,0,0,301,15,30,2460,26,1,19,38,18,14,24,6,32,8,402,30,0,242,0,358,10,9,96,0,0,3,10,5,0,0,0,11,0,2,8,22,22,2,0,59,721,285,74,6,12845,179,1480,137,387,22,17,1481,26,2,1,0,7933,10,35,46,0,10,337,134,8,16,41,394,197,187,0,22,10,4,228,0,3003,10,0,31,0,22,25395,9,12,20,23,31,39,825,595,0,6,45,225,22,147,162,133,1,10,1151,395,22,5,27,6663,4268,573,166,5,3,15,0,7791,949,0,33,0,31,205,5,17,18,8,50,0,52,612,4,10076,28,0,94,161,66,4481,33,168,23,12,22,7,41,2,69,17,6,184,59,13,27,0,21,7,6,1,0,817,0,1,26,14,244,400,15,76,14,32,63,3,7,10,116,3674,0,0,1,1,1178,241,7,0,45,109,0,0,1,2,132,80,836,14,4,0,6,0,11,37,8,99,108
Holbæk,259,7,2,390,35,4564,1,949,2,1,626,580,412,6,472,0,1039,320,16,0,3,590,104,28,1,0,7,698,2183,9,0,0,875,0,11,8848,942,481,4977,571,1,171,13,1806,4,248,24,89,744,1,3444,502,23,692,924,10,563,343,0,693,17,1,15190,133,0,110,36,788,0,2,0,0,3,0,141,385,201,4553,7,0,7296,453,83,2588,113,0,2238,0,13,0,91,0,49,0,34,0,65,1,770,128,191,0,351,18,1330,19353,4,13,2207,10,30940,1,0,4,9,10,130,588,18,0,168,58866,529,1433,2582,39643,13282,146,1,1,569,106,1462,0,16272,321,308,784,0,0,231810,824,9792,4274,115,44,190,35,0,11373,0,229,4,47,8,4054,0,191,220,594,39097,37,5582,1215,559,3666,30,19,109,562,51983,0,3438,54,1017,20,0,1785,46,17926,8,23,0,81,7,2463,163931,0,4,78,8,2823,119,0,2730,2,4,39,3,2067,5,0,6,98,27,10,25,46,958,0,3,3386,2,122,274,525,365,0,0,1163,346,19,0,1,70,0,14,5013,9054,6,77,61,0,2636,142,1989,4,0,38,20,0,20,0,0,13,23,6550,0,26,2128,70739,10,6,0,491,0,1139,19,3,1,54799,411,6,777,2765,68,5,0,58,94,456,4,87,1,1125,70,2,2243,108,26,0,7,43744,686,0,71,484,0,485,0,611,168,19,1737,8,43,8905,20159
Holme-Olstrup,2,0,0,5,0,35,0,15,0,0,126,23,30,0,9,0,9,37,0,0,0,21,0,0,0,0,0,67,45,0,0,0,27,0,0,68,11,12,132,9,0,6,0,27,0,5,5,2,21,0,60,6,0,16,159,0,29,44,0,12,0,0,43,28,0,143,0,25,0,0,0,0,0,0,0,4743,15,338,0,0,164,31,323,34,1,0,54,0,0,0,0,0,1,44,0,0,0,0,17,2,0,0,130,0,27,10,0,0,22,0,1399,0,0,0,0,0,418,4,0,0,92,3,7,9,29,7,0,79,0,0,25,0,109,0,2,0,0,11,0,0,4799,751,255,3869,222,0,3,0,0,1,0,2,0,34,0,95,0,8,6,17,0,6,69,41,256,4862,853,2,95,245,2059,0,148,0,11,0,0,13,1,1,0,0,0,0,0,848,1962,0,0,6,0,29,0,0,36,0,0,0,0,63,0,0,0,0,0,8,7,0,12,0,0,327,0,2,182,7,5,0,0,20,4,0,0,0,4,0,0,90,7,0,4,0,0,192,1,17,0,0,13,0,0,0,0,0,0,0,15,0,75,51,11,0,0,0,0,0,49,0,0,0,945,171,0,13,19,0,0,0,6,2,13,0,3,0,104,0,0,17,10,0,0,0,0,37,0,0,416,0,7,0,32,25,0,598,0,1,277,398
Holmstrup,13,0,0,66,291,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,53,0,0,33,0,0,0,0,0,46,0,0,0,30,0,0,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,24,4,0,0,0,0,7,0,653,0,0,0,1,0,0,0,0,0,3,6,2,0,0,0,7,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,29,23,0,0,702,8,27,0,1,8,0,2,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,40,2,0,0,43,0,0,11,0,4412,18,0,0,0,0,6,0,0,0,0,91,0,7,14,0,0,0,0,0,6,0,0,0,0,1,0,0,0,21,0,2,0,0,7,0,0,0,0,12,0,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,36,4,0,0,1,0,0,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,1,16,0,0,0,0,0,4,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,4,29
Holstebro,1311,4,43,10149,36,7,13,57,96,9541,14,43,72,143,10,687,65,0,60,200,182,21,101,2946,5,15,40,5,139,17,1,51,11,7958,69,65,6,21,36,11,0,0,6,13,250,732,1,70,40,0,33,1651,24,40,20,10,10,4,8,5,922,82,35,0,16,7,68,0,58,15,11522,3,398,638,0,5,0,23,317,1892,839,146,3,22,36384,79,223,764,10,5284,89,0,289,46,0,0,0,26,25,1830,80,1019,10,753,41,91,1865,4,21,6,503,123,124,252,0,3406,20,15,232,29,4,4,21,6,17,1,0,9,0,252,12,14,47,5,0,136,231,180,0,6,17250,100,2143,96,253,15,1,4001,79,22,1946,0,21,4,28,64,131,16,434,21,9,39,45,398,221,227,0,84,9,8,301,42,4021,10,15,52,0,6,896,0,2,93,7,50,15912,699,652,0,0,57,433,25,93,20,42,3,56,5278,16,101,139,6,16,958,2152,10823,24,2,5,4,117,957,217,42,7,21,166,76,2,34,5,4,0,72,40282,77,81,52,0,123,108,23,26,27,138,6,804,4,1198,94,4791,64,43,15,11,72,35,104,0,30,8,13,4,0,1723,0,4,328,19823,3039,564,11,47,18,51,502,30,38,24,112,2561,189,0,16457,11,474,789,13,6,8283,1271,0,8,20,0,89,53,19,22,82,0,46,21,3,151,17,215,256
Holsted,126,0,5,1139,8,3,0,0,2,0,7,0,0,0,0,3,0,0,4,0,6,1,3573,53,0,14,9,0,0,0,84,6347,0,0,51,0,0,0,0,0,6,0,27,0,2,13902,1,0,0,0,3,421,0,0,0,0,0,0,2,3,26,371,8,6,95,3,17,0,27,0,0,976,13,0,0,0,0,1,30,1,33,8,0,0,142,0,13,27,0,0,48,0,18,6,0,0,22,0,0,259,1,0,0,0,0,0,0,22,0,0,33,0,0,1,0,8,0,0,40,69,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,1,9672,24,0,0,870,51,126,7,16,9,0,14,0,0,0,0,2,0,245,1,0,0,129,0,0,0,0,52,13,4,0,13,0,0,32,0,706,4,0,3,0,0,25,0,4,5694,168,4,21,47,60,0,0,0,2,0,29,35,0,12,8,87,0,0,0,0,8,76,39,70,0,0,0,50,3,49,0,0,0,0,21,1206,0,0,0,4,0,0,20,0,1,0,0,0,10,6,2,0,34,0,27,22,2,0,1,15,6,1111,0,3,0,0,0,4,0,60,20,0,57,0,0,0,0,5,35,0,16,0,0,592,9,0,1,9605,709,0,0,0,0,102,75,0,0,2,13,0,1,3,4,140,10,0,0,0,0,0,6,0,16,0,4,7
Holte,112,0,3,795,7,1389,0,26391,0,47,712,116,265,0,9242,0,77608,9619,3,0,0,57,9,11,0,0,31,862,626,0,0,0,739,0,13,7260,3631,650,19860,333,0,114,0,884,0,66,1,65,128,167,8380,238,6,425,3002,0,5147,18,10,7656,4,0,1848,22,0,770,13,2976,0,0,0,0,4,4,100,162,25,180,18,0,36158,1899,26,859,52,0,76759,13,4,0,19,0,30,770,17,3,25,0,0,391,173,0,982,8,665,141,0,0,1070,1,2661,0,0,0,46,14,1456,965,27,0,463,61,122,5642,1510,155,557,539,0,0,399,32,956,0,15,55,204,84,0,6,66342,6946,636,2196,228,11,889,7,14,116,0,9,0,43,20,109942,0,157,434,299,72,18,41554,1499,375,825,54,67,53,16596,189026,0,2073,54,4762,0,0,301,60,10,17,7,0,35,5,594,2736,0,0,48,41,4333,188,0,681,0,0,77,0,4087,0,0,0,110,22,9,33,128,456,4,0,576,5,253,697,11480,306,1,0,100,127,6,0,0,56,0,0,28558,21,9,126,68,0,11400,37,613,1,0,15,13,0,4,0,0,0,44,666,0,16,134,233,0,0,0,0,0,27626,0,0,0,4948,832,11,459,229,17,14,0,59,25,383,6,59,0,53494,28,4,42,1737,0,0,10,29,18027,0,10,283,0,178,0,2195,1096,28,732,0,108,293,78034
Horsens,14798,26,365,237502,135,210,1091,186,268,5767,108,60,121,16,107,226,98,5,679,214,74,78,1220,1295,32,15,2516,14,107,244,4,285,70,1,1581,147,145,39,808,77,7,32,142,108,472,4167,17,92,112,0,156,15210,324,86,82,61,23,3,28,79,2642,38,229,19,18,26,196,8,16,6,147,147,1461,351,30,18,0,138,16859,18,1583,322,5,164,6130,33,996,1954,122,47,679,15,2395,163,0,5,1809,223,391,0,114,14,92,167,65,42,13,15,77,23,1490,109,16,9089,3,3510,76,76,4315,30,8,9,46,85,37,7,1,28,2,30,89,7,209,23,7,152,12511,767,8,34,48501,651,8314,351,826,112,24,4145,874,27,21,0,276,10,344,357,6,24,3087,96,2,49,367,1017,629,515,0,284,27,13,1213,2,22548,137,52,249,13,33,4058,11,51,344,118,335,57,2189,2052,0,4,47,12813,120,748,176,80,0,8,14191,74,59,6,4,121,33446,1644,466,35,14,73,128,328,2466,21,53,30,61,554,6,6,80,15,57,10,170,1593,12,257,391,10,1156,843,751,136,146,716,35,64,143,104,409,12,308,54,66,38,107,125,85,0,107,5,63,102,0,34,0,42,14,19,344,1313,26,205,61,172,687,42,33,74,999,85168,2516,21,9,64,3803,44033,101,10,208,53,0,8,93,15,982,339,40,114,0,16,62,98,37,83,33,381,787
Humlebæk,132,0,5,591,12,329,0,316,1,18,73,185,146,0,130,0,43,1345,2,0,0,9,63,27,6,0,3,64,174,3,0,2,111,0,3,859,415,110,1436,35,0,19,5,110,4,279,5,26711,21,0,998,119,0,127,285,10,882,1,2,234,0,0,740,10,0,79,3,527,0,0,4,0,19,0,19,24,12,43,15,0,45885,59237,4,636,115,0,2090,4,4,1,10,0,14,249,0,1,65,2,202,98,0,0,79,0,135,21,0,0,161,4,484,0,1,0,0,21,111,67,4,0,14,13,59,439,199,33,3,36,0,0,56,13,2336,4,0,40856,273,78,0,10,95981,428,9378,346,33,9,98,28,9,11,0,1,5,15,5,1983,0,151,102,223,6,18742,1548,672,77,562,0,6,21,4055,159569,0,1129,0,305,7,0,86,21,4,0,13,0,19,4,174,771,0,0,3483,31,885,29,0,214,0,0,56,3,492,0,1,1,126,29,9,2279,17,119,10,1,265,4,16459,39,74,141,0,0,69,61,4,0,0,79,0,2,1179,4,0,103,19,0,846,48,176,0,0,1,4,0,22,6,0,0,17,77,0,6,1044,26,0,0,21725,280,0,622,0,0,0,2117,60,1,27,63,7,0,0,1865,28,202,0,16,0,629,28,5,38,161,4,0,2,4,118,0,43,86,0,43,0,348,109,13,51,0,38,38115,91061
Humlum,11,0,0,71,0,1,1,0,0,17,4,0,0,7,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,5,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,22,0,0,3,0,0,0,0,0,1,0,0,0,0,175,0,3,4,0,43,0,0,1,0,0,0,1080,0,0,14,0,0,0,42,0,0,6512,0,0,0,0,2,13,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,4,0,2,0,0,1,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,175,0,0,0,1,0,0,6,0,0,2,0,0,13,1,1,0,0,0,2,0,0,7,0,0,0,8,0,0,9,0,0,2,29,6,0,0,1,0,0,18,54,0,0,0,0,0,0,0,0,0,0,0,6666,0,0,0,0,2,5,0,0,0,0,0,0,0,266,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,10,13,0,0,0,0,0,1,1,10,0,0,16,3,0,1,0,58,0,0,0,316,26,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,2,0
Hundige,21,0,0,191,0,567,0,974,3,0,13744,727,398,0,448,0,1573,1966,5,0,0,26,3,68,0,0,0,29121,546,0,0,0,1696,0,3,2949,702,844,28517,187,0,68,0,1490,0,18,8,37,771,8,6316,101,1,415,33864,0,3875,551,0,2832,0,0,462,37,0,71797,0,1410,0,0,0,0,0,0,81,1498,665,151,3,0,6874,266,208,1591,106,0,3421,1,4,0,6,0,19,351,130,0,10,0,983,92,70,0,0,0,1092,87,0,4,639,1,407,4,0,0,16,2,71052,512,0,0,14098,32,196,1132,1455,36,7,32798,0,0,600,82,1455,0,3,182,69,75,0,0,117521,24478,1800,33195,8610,3,310,5,0,7,0,374,0,58,3,10126,0,1288,96,318,12,64,11549,187,345,2635,173,10,126,5525,121509,0,616,1,624,7,0,280,11,8,0,0,4,37,0,906,1054,0,0,68,37,2262,1,0,436,0,0,7,0,14529,0,0,0,34,10,0,19,27,700,0,0,546,0,46,31440,607,103,0,0,382,146,0,0,0,4,0,0,9315,3,0,1,19,0,17644,8,231,0,0,4,0,0,7,0,4,0,0,455,0,170,276,386,0,0,0,0,0,18491,0,0,0,2020,37816,0,510,2322,9,0,0,65,1,78,0,35,0,34374,13,4,27,845,0,0,7,83,2033,0,10,412,0,423,0,1652,5864,0,16048,0,40,327,25549
Hurup Thy,6,4,0,403,4,0,0,31,1,23,0,0,19,3833,0,2,4,4,42,5,3,0,13,20,0,2,6,4,1,5,0,3,0,2,0,0,0,10,6,0,5,0,0,0,4,46,0,0,0,0,0,77,4,2,0,0,0,0,0,4,20,0,1,0,0,0,0,0,1,5,14,0,23,1,0,0,0,8,4,10,2,0,0,2,404,0,13,13,0,47,54,4,38,18,0,0,748,0,8,167,0,31,0,0,0,0,586,3,17,0,17,30,1288,4,0,14,0,0,1,0,0,0,0,141,0,0,0,0,0,9,2,0,0,0,0,0,25,6,0,0,234,0,30,1,3,0,1,35,0,0,2,0,2,0,4,1,373,0,10,0,0,0,0,21,2,7,0,0,0,0,16,3,101,1,2,3,0,0,57,0,0,3,0,0,116,16,20,0,0,0,7,4,3,6,0,0,0,61,0,0,885,0,0,85,377,33,0,0,0,0,4,18,1230,0,0,4,11,1,23,0,2,0,1,7,3607,0,5,5,0,2,8,25,10,0,2,0,1,0,32605,32,7,6,0,0,13,1,4,0,0,1,0,0,0,0,143,0,0,60,79,1,16,0,0,0,0,17,0,0,0,6,175,14,0,4,0,332,10,0,0,68,24,0,0,4,1,5,5,7,0,1503,0,0,0,0,4,0,5,5
Husum,61,13,3,357,0,1659,2,414,0,0,305,123,52425,0,384,0,538,2470,0,0,0,206,40,4,0,0,7,384,381,3,0,10,122,0,0,53387,2203,992,63621,36,0,6553,0,617,1,71,17,57,181,3,26684,182,5,16354,412,7,2523,63,0,625,1,0,2861,418,4,1008,17,858,0,0,4,16,7,0,98,234,80,1109,0,0,6951,310,35,22259,50,0,1598,0,4,0,5,0,18,1331,27,7,41,0,671,59,104,0,1106,0,0,426,0,4,1480,4,4631,3,0,0,9,4,2279,5318,19,0,313,85,4460,604,847,195,25,272,13,1,57,7340,4367,0,6,162,2241,181,0,6,93271,4918,915,1077,774,33,7806,2,10,229,0,7,0,45,2,1507,0,18896,288,19310,38,40,17350,3178,704,1826,10,23,77,5038,53377,0,1474,19,2170,3,1,10160,27,18,21,0,5,25,0,3471,10950,0,0,96,4,5677,54,1,312,0,0,44,0,538,0,16,3,99,8,1,90,17,18733,6,0,1731,0,53,387,287,652,0,0,25,11016,6,0,0,2,0,3,6305,30,1,100,4,0,1948,33,1639,0,3,3,0,0,4,0,4,0,20,1872,0,17,152,519,1,1,0,0,0,35115,1,0,0,86758,324,0,101,192220,47,0,0,76,10,175,0,3197,0,31167,21,4,1047,3324,0,0,901,60,788,1,31,430,35,68,0,1124,270,14,629,1,7528,229,23762
Hvalsø,95,0,6,233,2,963,0,142,0,0,81,179,276,0,128,0,109,237,2,0,0,382,17,0,1,0,0,78,455,0,0,0,176,0,0,2570,333,122,1933,77,0,31,6,422,0,56,1,17,125,1,1909,69,7,179,229,0,248,182,0,88,21,0,4032,55,0,14,11,101,0,0,0,0,6,0,34,41,57,476,0,0,779,78,7,544,28,0,338,13,0,0,0,0,11,18827,8,0,106,8,142,66,41,0,87,0,426,0,0,0,490,0,16815,0,0,0,0,2,20,166,0,0,30,686,168,87,64,587,891,34,0,0,157,21,304,0,98,23,72,21,0,0,68075,116,2585,976,18,26,52,32,0,18216,0,172,2,3,3,811,0,46,89,153,163,8,1342,331,151,1142,2,13,29,1745,35997,0,754,6,73,0,0,459,5,338,0,4,0,17,2,1464,109431,0,0,5,13,499,13,0,2252,0,0,35,0,148,4,6,0,37,11,1,5,22,215,0,0,602,3,5,32,151,86,0,0,114,55,0,4,10,19,0,0,825,77,0,19,6,0,646,23,563,0,1,0,0,0,14,0,0,0,4,11049,0,4,401,17300,0,1,0,59,0,306,0,0,0,25657,111,7,113,938,6,4,0,12,4,115,0,25,0,3373,6,0,428,10,4,0,1,1027,101,0,19,190,0,122,0,36,35,0,442,0,9,1502,7311
